user,Inception,The Shawshank Redemption,The Matrix,Interstellar,Pulp Fiction,Avatar,Jurassic Park,Forrest Gump,The Godfather,The Dark Knight,Star Wars,Titanic,Gladiator,The Lion King,Fight Club,Casablanca,The Lord of the Rings,The Avengers,Eternal Sunshine of the Spotless Mind,The Social Network,Black Panther,La La Land,The Grand Budapest Hotel,Blade Runner 2049,The Incredibles,Toy Story,Gone with the Wind,The Silence of the Lambs,Shutter Island,The Revenant,The Breakfast Club,The Princess Bride,The Godfather Part II,The Big Lebowski,The Good Dinosaur
user2942,4,1,4,3,5,2,1,5,4,2,4,1,2,2,3,1,2,2,2,1,4,3,3,4,3,4,1,2,4,5,1,2,1,1,2
user2943,3,4,5,5,5,4,3,4,3,2,3,4,2,3,1,4,4,4,5,4,1,2,3,3,1,3,1,2,1,2,1,2,5,5,3
user2944,3,2,4,3,2,3,1,5,2,3,5,2,1,5,5,2,1,5,3,5,1,4,2,2,4,5,1,3,4,2,4,3,4,5,5
user2945,1,4,2,1,4,1,3,4,4,4,2,1,2,3,3,4,5,1,5,1,1,5,2,2,5,2,5,3,2,4,4,5,5,1,2
user2946,3,3,5,2,5,3,1,3,1,3,5,2,2,2,2,3,3,4,3,5,2,4,3,1,1,3,4,3,5,1,2,3,5,5,4
user2947,5,4,3,3,5,5,1,1,1,4,5,4,2,4,1,5,4,1,3,1,3,3,5,3,3,5,1,4,4,1,3,2,4,2,1
user2948,5,5,4,2,5,3,3,3,4,2,3,2,5,4,2,5,1,3,4,4,4,1,4,4,5,3,4,4,2,5,5,1,2,2,3
user2949,5,3,2,4,5,3,3,3,5,4,2,4,1,5,2,1,3,1,3,1,1,3,5,3,1,4,5,3,1,3,5,3,3,3,1
user2950,1,2,4,1,2,1,4,1,3,3,2,4,3,1,3,4,1,2,5,4,5,5,4,4,3,4,5,3,3,1,1,5,4,4,2
user2951,3,3,4,4,3,4,3,1,5,1,2,3,1,4,2,5,2,1,3,4,4,4,1,3,4,4,1,5,4,3,2,2,5,2,3
user2952,1,1,4,2,2,4,5,5,3,2,4,1,5,4,1,1,5,2,3,5,2,3,2,5,1,3,1,1,1,5,1,5,4,4,3
user2953,4,3,5,1,4,2,3,4,4,4,4,5,1,4,4,1,3,4,1,1,3,3,3,1,3,4,4,4,4,4,3,1,3,3,2
user2954,1,5,3,2,4,1,4,5,2,1,4,4,2,4,5,5,1,4,4,2,2,1,1,2,5,1,4,2,5,1,3,3,4,5,3
user2955,3,4,1,4,4,4,4,2,4,3,5,3,2,3,5,3,5,3,1,1,4,2,4,3,2,5,1,1,1,3,2,3,2,2,1
user2956,4,1,2,5,2,1,4,2,1,3,5,4,4,4,5,5,5,3,3,1,5,5,2,4,5,1,4,2,3,4,1,3,2,2,4
user2957,1,5,3,2,4,1,3,3,1,5,3,3,4,5,3,2,1,2,1,3,3,2,5,4,3,4,1,2,2,2,5,3,4,1,4
user2958,2,2,3,2,3,1,2,2,2,5,5,1,3,1,1,5,3,1,4,2,4,1,1,1,1,4,3,1,4,4,5,5,3,3,1
user2959,4,5,5,2,1,1,3,2,5,1,1,2,1,2,4,5,2,2,3,4,5,2,1,2,1,5,4,4,2,2,2,5,4,2,2
user2960,3,1,2,2,3,4,1,4,3,2,4,1,5,2,4,3,5,4,2,2,4,3,2,3,5,4,5,3,2,2,3,5,4,1,4
user2961,4,2,3,2,2,4,3,4,3,2,1,2,3,4,1,3,3,3,2,4,5,5,2,3,3,2,2,3,4,1,1,4,5,4,2
user2962,2,4,3,4,1,3,4,5,2,4,3,3,3,1,4,2,5,1,2,5,5,4,2,2,5,1,3,4,2,1,5,1,2,3,5
user2963,2,3,3,4,5,3,1,4,2,3,5,4,3,1,2,4,3,4,4,1,1,4,5,2,5,2,4,5,1,5,5,2,2,5,1
user2964,2,1,2,1,4,2,3,3,1,1,5,5,4,2,4,5,4,5,1,1,5,2,2,1,4,4,2,2,5,4,5,5,2,5,2
user2965,4,5,2,4,5,4,3,5,3,4,3,1,5,3,3,5,4,5,5,3,5,1,1,4,3,2,5,1,2,3,4,1,2,5,1
user2966,3,1,4,3,1,1,5,5,5,3,5,2,3,2,2,3,3,3,1,1,1,3,1,1,1,4,1,2,4,3,2,3,4,2,4
user2967,4,2,2,5,4,5,4,4,2,4,2,3,4,1,4,3,5,5,2,5,3,1,4,1,5,4,3,5,5,2,4,5,3,2,2
user2968,4,1,3,5,3,5,1,5,2,3,5,2,2,2,4,4,5,1,4,1,4,3,3,3,5,5,1,2,4,5,1,4,1,2,2
user2969,1,1,4,1,3,5,1,2,2,4,2,3,1,1,4,3,4,3,3,1,3,5,1,2,1,4,5,5,4,4,2,4,3,5,1
user2970,1,2,2,2,5,4,1,5,4,3,5,5,3,4,3,1,5,3,3,3,2,3,4,4,5,2,2,3,2,3,4,2,2,1,5
user2971,4,2,3,4,2,2,5,1,2,3,1,5,4,1,3,4,5,5,1,3,4,3,2,1,4,1,4,5,4,5,5,4,2,1,3
user2972,5,4,1,5,2,5,2,5,2,4,5,3,5,1,4,4,5,2,2,4,5,2,4,5,3,2,1,4,5,5,1,1,4,4,1
user2973,1,2,1,2,1,1,2,3,4,3,4,5,1,3,4,3,3,3,2,2,2,5,4,1,5,2,2,3,5,2,3,4,3,2,3
user2974,5,3,1,2,4,4,5,5,2,3,2,3,5,2,4,4,2,2,2,5,5,1,1,2,4,5,1,2,1,5,1,1,3,3,3
user2975,5,1,1,2,4,1,2,5,5,4,2,1,3,1,1,2,5,4,5,4,2,1,2,3,2,4,1,5,1,1,2,1,3,3,1
user2976,4,5,5,2,4,1,5,4,2,2,1,4,5,5,4,5,1,2,1,3,2,5,2,3,2,2,4,2,4,1,2,3,2,3,5
user2977,2,4,5,1,4,1,2,2,5,3,4,5,4,4,4,5,1,5,4,3,4,2,5,2,1,5,2,4,3,1,5,5,1,1,3
user2978,3,3,3,2,2,2,1,1,1,1,5,4,3,2,2,3,5,4,5,4,5,4,2,5,4,1,2,1,2,2,3,2,5,5,1
user2979,2,4,5,2,3,3,4,4,2,1,4,2,3,1,1,5,4,3,1,1,3,4,1,4,2,5,1,3,1,1,3,4,4,5,5
user2980,1,2,3,2,4,5,5,1,5,4,2,4,5,5,4,2,5,3,5,1,2,5,3,4,4,5,2,5,2,1,1,5,4,5,5
user2981,1,4,2,5,2,1,4,2,2,2,1,3,3,5,5,2,3,2,5,5,2,3,2,5,5,1,3,4,3,2,3,4,3,1,4
user2982,1,1,1,4,2,3,2,3,1,3,1,4,2,4,2,2,1,2,5,3,4,3,1,2,1,5,1,3,3,5,2,4,5,2,3
user2983,4,1,3,5,5,5,3,2,3,1,1,1,3,1,1,2,5,5,3,4,2,1,5,2,5,2,5,2,4,1,5,2,4,4,5
user2984,4,3,2,4,5,3,5,5,2,3,3,5,5,4,3,4,3,1,1,3,2,4,2,1,3,5,3,3,4,5,3,3,4,2,5
user2985,5,5,1,5,1,2,1,1,5,5,3,5,5,3,3,5,1,5,3,5,4,3,4,4,3,3,5,4,3,3,5,4,1,2,3
user2986,3,2,4,5,3,3,5,1,3,5,2,3,1,5,4,5,4,5,3,2,2,2,2,1,1,5,3,5,5,3,5,3,2,5,1
user2987,1,1,3,4,1,2,2,4,4,5,2,2,4,3,4,5,5,1,2,1,5,5,1,3,3,3,3,5,3,3,3,2,4,5,1
user2988,4,3,1,5,2,3,4,2,4,1,5,2,5,2,4,1,3,2,5,2,1,4,4,4,1,1,1,5,3,5,4,2,4,5,1
user2989,1,2,3,5,3,5,2,3,5,3,2,4,3,5,5,2,3,2,2,1,1,4,2,3,3,2,2,2,5,3,1,4,5,5,1
user2990,3,2,2,1,4,3,3,4,3,4,1,4,3,5,4,2,5,4,3,4,3,3,3,2,2,3,4,4,5,4,5,4,3,5,5
user2991,1,5,4,4,5,3,5,5,1,1,3,2,4,5,2,4,4,2,5,4,1,1,2,1,3,1,2,3,1,2,2,4,4,3,1
user2992,4,4,2,5,3,5,3,5,4,5,2,5,5,2,3,4,2,2,4,3,5,5,3,4,2,1,3,5,1,4,2,1,2,3,2
user2993,2,2,4,2,5,2,5,2,4,5,4,2,2,3,4,1,1,5,2,4,3,3,2,5,4,3,2,1,2,2,2,1,2,4,5
user2994,4,3,1,2,5,1,5,4,3,2,5,1,1,1,4,1,2,5,5,2,3,5,2,4,1,1,3,5,1,4,5,5,2,3,3
user2995,4,2,4,3,1,2,4,4,5,4,3,3,2,1,2,3,2,5,1,5,4,1,1,1,2,1,5,5,3,5,1,4,5,5,2
user2996,5,4,4,1,5,3,4,4,5,4,3,3,3,4,3,1,3,5,3,5,2,3,4,5,2,4,3,5,2,4,3,4,5,2,5
user2997,3,4,5,2,4,5,2,2,2,5,4,5,5,1,5,4,2,4,4,3,5,1,4,3,2,5,3,3,1,2,1,4,5,2,2
user2998,2,4,3,2,3,1,5,4,2,4,3,1,5,4,5,1,1,5,2,1,3,4,4,5,4,2,5,3,2,3,3,4,1,5,3
user2999,3,3,5,3,3,3,1,3,3,3,1,5,3,4,4,4,3,3,4,1,4,1,2,1,1,2,1,3,3,2,2,4,2,4,4
user3000,2,4,4,2,5,4,2,5,3,4,3,3,5,4,1,5,4,2,2,4,3,3,1,1,3,5,5,2,2,5,1,2,4,4,3
user3001,3,5,3,3,5,4,2,5,4,3,5,4,3,2,3,3,3,2,4,5,5,4,1,2,4,1,1,5,2,4,5,3,5,3,4
user3002,1,2,4,4,2,5,5,4,2,2,4,5,4,4,3,3,5,5,3,1,1,2,1,4,5,2,2,5,2,1,4,5,3,3,5
user3003,1,5,4,5,3,3,2,1,2,4,2,5,1,3,3,4,1,5,5,3,2,1,4,1,3,1,3,5,1,1,2,2,1,2,4
user3004,3,3,4,4,4,4,3,5,5,2,1,5,5,1,5,3,3,2,1,1,2,2,5,4,1,4,5,1,1,5,5,1,1,3,3
user3005,5,1,2,3,5,4,4,1,1,4,2,3,3,1,2,5,1,3,2,3,2,5,1,2,3,4,3,5,3,1,1,1,5,3,4
user3006,1,3,5,4,1,1,2,1,5,4,2,3,4,5,1,2,2,2,2,5,1,5,2,1,1,3,1,4,1,2,5,5,1,3,3
user3007,2,2,2,3,2,4,5,5,5,1,2,3,5,1,3,1,2,5,4,3,2,1,1,3,5,1,4,2,5,2,4,4,4,5,2
user3008,3,1,3,5,1,3,3,4,3,4,3,5,2,3,1,2,4,2,5,2,5,5,2,2,5,1,3,2,2,1,4,3,5,2,1
user3009,4,3,5,5,4,2,4,5,4,5,3,5,3,2,1,1,1,1,5,4,4,4,2,1,5,4,2,3,4,2,4,1,4,1,3
user3010,1,1,2,2,2,3,3,5,5,5,1,2,3,2,2,2,3,4,3,5,5,3,1,5,1,5,1,1,2,4,5,3,5,2,5
user3011,5,4,5,5,2,5,1,4,3,1,3,3,2,5,5,4,4,5,2,1,5,5,2,4,2,2,5,5,1,3,4,5,3,1,4
user3012,5,1,2,4,3,1,1,4,4,3,1,3,4,5,2,5,5,2,4,1,5,3,4,2,2,5,1,5,2,3,5,5,4,5,4
user3013,4,5,2,4,5,5,4,3,3,3,2,5,3,4,1,2,1,2,3,2,1,2,2,2,5,5,2,5,1,5,1,2,4,2,3
user3014,1,3,4,4,1,2,4,3,2,4,3,4,2,2,3,2,5,2,5,2,4,5,4,4,1,4,2,3,5,5,5,2,1,5,2
user3015,1,4,1,4,2,1,4,2,4,2,1,1,5,5,1,5,1,1,1,4,4,3,3,2,2,5,1,1,4,3,5,5,1,4,3
user3016,3,1,4,3,5,5,2,1,4,2,5,1,5,3,2,4,3,3,2,2,4,4,4,3,2,5,2,5,1,2,2,5,3,5,2
user3017,3,2,3,1,5,1,1,4,1,4,2,2,3,1,1,4,2,1,4,4,4,3,3,3,2,5,2,2,1,4,1,1,2,3,3
user3018,4,2,3,5,2,5,2,3,4,1,2,3,2,3,3,2,4,1,2,5,2,3,4,5,4,2,3,1,2,5,4,2,3,2,5
user3019,2,4,1,2,5,5,4,5,5,2,5,4,3,5,2,4,5,4,1,3,1,1,1,1,3,5,1,5,1,5,1,1,5,1,2
user3020,3,5,1,1,4,4,2,3,5,1,4,4,3,3,3,3,4,3,3,4,1,4,4,3,3,3,1,1,5,4,1,2,1,1,3
user3021,4,1,2,2,5,1,4,1,1,2,3,1,1,5,3,3,1,5,4,1,3,2,2,4,2,4,5,5,4,5,1,5,2,1,4
user3022,2,3,2,5,3,1,1,5,3,4,3,2,1,5,3,5,2,2,4,4,5,2,1,2,1,2,1,2,1,4,1,1,1,2,1
user3023,1,5,3,1,1,1,2,4,2,3,4,2,4,1,4,2,1,2,2,1,5,3,5,3,5,3,1,3,5,3,2,1,2,1,5
user3024,4,3,2,4,2,5,2,3,1,5,2,5,3,4,3,1,2,2,1,2,3,5,4,5,1,1,5,5,4,1,3,1,5,5,5
user3025,2,4,3,1,5,2,1,3,4,5,4,2,5,4,1,1,4,1,2,4,4,1,3,5,1,4,5,3,3,3,4,3,3,3,1
user3026,4,3,2,2,1,3,1,4,1,3,3,2,1,1,4,5,1,2,3,1,2,4,1,5,1,4,3,3,1,5,2,3,2,1,3
user3027,3,4,4,2,5,3,5,2,5,3,5,2,2,3,4,3,2,2,3,1,4,2,1,1,3,5,3,1,4,3,5,5,4,2,3
user3028,4,2,4,3,4,2,3,2,1,4,5,2,2,5,5,3,4,5,3,4,4,4,5,1,3,1,5,2,2,3,4,2,2,3,3
user3029,3,4,1,3,1,5,2,5,3,1,3,1,1,4,1,4,3,5,5,5,3,5,4,4,5,4,2,2,5,5,1,1,3,4,4
user3030,4,4,2,3,5,2,1,3,1,4,3,2,4,5,1,3,4,1,2,5,2,4,1,4,2,2,4,4,5,1,2,5,1,3,4
user3031,5,2,5,5,1,4,4,1,3,2,3,5,1,1,2,1,2,5,4,4,4,2,4,1,3,2,1,5,4,3,4,1,1,1,1
user3032,5,3,5,5,2,5,3,1,3,1,4,2,2,3,1,4,1,3,4,4,3,4,4,5,1,3,1,3,3,2,3,1,2,5,2
user3033,5,5,2,3,3,2,1,3,2,5,4,5,1,2,4,2,4,1,2,2,4,2,5,3,5,2,5,5,4,2,3,1,5,4,3
user3034,3,5,5,3,2,3,3,2,3,3,1,1,3,1,5,2,4,4,2,2,5,4,5,2,3,1,2,1,1,5,2,5,2,1,3
user3035,4,2,1,1,5,4,1,3,2,5,1,5,5,3,4,4,3,4,1,3,4,5,2,4,2,3,3,5,4,5,4,5,1,2,5
user3036,1,2,2,1,1,2,1,5,3,2,5,4,1,1,3,1,1,4,4,1,5,5,5,5,4,4,4,3,5,3,3,3,4,4,2
user3037,4,3,1,4,5,5,5,1,4,5,3,4,2,4,3,4,5,4,4,1,4,4,4,1,3,3,1,3,1,5,2,3,2,4,4
user3038,2,5,2,1,4,1,2,4,3,3,2,4,5,4,1,5,4,3,5,2,5,1,4,2,1,5,3,4,4,3,3,4,1,3,2
user3039,4,4,3,1,1,1,2,4,1,5,3,3,4,4,2,3,4,1,4,4,1,5,1,2,5,4,4,4,4,1,1,3,3,1,4
user3040,5,3,4,5,1,2,4,1,5,3,3,4,2,3,5,4,4,1,3,1,2,1,4,2,2,1,3,2,1,3,3,3,5,3,4
user3041,4,1,5,5,2,5,2,5,3,4,1,2,5,3,4,1,5,2,2,5,1,1,3,5,3,5,5,1,4,3,1,1,1,2,2
user3042,4,5,2,2,1,2,1,3,1,2,3,4,5,3,4,4,3,1,1,5,4,3,2,5,1,1,2,4,2,4,3,1,5,1,2
user3043,3,4,5,1,5,4,1,2,3,3,1,2,1,2,5,1,2,1,4,5,2,2,1,5,2,4,3,4,5,2,2,5,3,5,3
user3044,1,5,3,5,2,2,2,5,3,3,2,2,3,5,5,3,1,1,5,2,4,1,4,5,5,5,3,4,4,2,2,5,3,2,2
user3045,3,1,4,3,3,2,4,4,3,5,2,2,4,3,1,3,3,2,4,4,1,1,1,5,1,2,5,3,5,3,4,5,4,2,5
user3046,2,1,1,5,4,1,2,1,3,4,4,2,1,1,1,2,3,5,3,2,2,2,2,3,1,2,3,3,5,2,2,1,1,1,5
user3047,5,1,2,3,3,1,3,1,2,3,5,2,5,5,5,4,5,4,4,2,5,3,5,5,5,2,1,4,1,1,2,2,3,4,3
user3048,4,4,2,4,4,1,1,2,1,2,2,3,3,5,1,4,2,4,1,2,1,4,1,3,3,5,3,1,4,3,5,1,2,1,1
user3049,1,2,4,2,1,5,4,4,2,3,5,1,5,5,4,5,5,4,5,3,1,3,2,3,2,2,2,4,2,3,5,3,2,3,5
user3050,1,2,4,4,3,5,2,4,5,2,5,1,4,4,1,2,4,2,3,1,5,2,2,5,3,2,3,3,5,2,4,3,2,1,3
user3051,3,3,3,1,2,4,4,4,4,5,3,5,2,3,3,2,1,1,3,4,3,4,3,2,1,2,5,3,1,3,4,5,5,3,5
user3052,5,3,2,3,3,3,4,2,3,3,1,4,4,1,1,5,5,1,3,3,5,4,2,1,1,3,4,4,4,5,4,4,4,3,5
user3053,2,2,1,4,3,2,4,4,4,3,3,5,3,4,3,1,5,4,1,3,3,3,1,3,4,5,1,2,2,1,4,1,4,4,5
user3054,1,4,5,5,4,3,1,5,4,1,3,3,4,3,2,5,5,1,2,2,1,2,4,2,2,1,3,3,2,3,4,2,3,1,5
user3055,3,2,3,5,2,5,4,2,2,1,5,3,3,1,2,5,3,3,2,2,3,4,4,1,2,1,1,4,3,4,4,3,3,2,4
user3056,5,3,1,4,5,3,2,3,4,1,1,3,5,2,3,5,5,5,3,3,4,5,4,4,1,5,3,3,4,3,5,4,2,5,2
user3057,2,3,4,2,2,2,3,5,1,5,2,5,4,3,1,2,2,1,2,1,5,3,5,5,3,2,5,5,1,1,5,3,1,2,5
user3058,4,3,5,5,1,1,3,3,5,4,3,4,4,3,5,5,3,3,1,5,2,2,1,2,5,4,5,1,4,3,3,1,3,4,5
user3059,1,2,2,1,2,3,5,1,3,4,4,4,5,3,4,4,1,1,5,3,2,3,2,2,5,3,1,4,5,5,5,3,4,3,2
user3060,4,5,4,1,1,1,5,1,3,2,5,3,1,5,2,3,2,3,3,4,3,5,1,2,1,4,5,2,3,3,5,2,5,2,1
user3061,1,1,5,4,3,3,1,2,5,4,2,1,5,4,2,1,5,3,4,5,2,3,4,3,5,1,2,5,5,2,5,5,3,5,2
user3062,3,1,4,4,3,3,3,3,5,2,2,5,4,5,5,1,1,4,2,3,1,2,2,1,1,3,5,3,4,5,2,1,3,3,3
user3063,1,3,4,1,4,2,2,4,5,4,1,2,5,5,1,1,3,5,4,2,2,1,2,4,1,5,1,5,2,2,4,3,4,1,1
user3064,2,3,4,4,2,4,2,4,1,3,2,1,5,1,2,1,4,5,3,3,3,1,5,3,5,5,4,3,4,2,1,5,1,2,4
user3065,2,4,4,4,5,5,5,5,4,2,3,1,5,1,4,4,5,2,5,2,3,2,2,4,4,4,5,4,1,2,4,1,3,4,3
user3066,5,1,2,4,5,5,3,1,1,5,1,4,2,2,2,5,3,3,4,5,2,1,4,1,2,2,1,1,3,2,5,1,3,4,5
user3067,2,2,2,1,2,5,2,4,5,3,5,3,5,2,4,4,1,1,4,1,2,2,2,2,3,4,4,1,2,1,5,3,1,1,5
user3068,2,1,1,3,5,1,4,3,2,2,2,1,3,1,3,2,2,3,4,1,3,3,5,1,1,3,2,4,2,3,3,5,4,4,2
user3069,2,3,1,1,5,1,5,3,1,2,5,2,5,5,2,3,4,3,3,4,1,5,4,2,3,5,1,1,4,3,1,1,2,4,5
user3070,4,4,4,5,5,4,3,1,4,3,5,1,5,3,5,5,1,2,2,3,1,4,5,3,5,1,4,1,1,5,4,1,3,4,3
user3071,2,4,1,5,2,5,5,4,1,1,2,4,5,1,2,2,1,1,5,5,4,5,5,5,1,3,2,1,1,3,2,1,5,1,1
user3072,4,2,4,5,3,4,4,1,5,1,4,2,5,1,3,1,2,3,2,1,5,3,5,2,4,4,4,5,3,3,4,2,2,2,1
user3073,2,4,3,5,3,3,1,1,5,1,4,2,5,4,5,5,3,2,4,3,3,3,5,2,5,4,3,2,1,1,2,1,4,3,1
user3074,2,5,3,4,2,2,4,1,4,2,4,1,5,2,4,3,1,5,4,1,2,2,4,1,5,1,2,5,1,1,1,3,5,2,3
user3075,5,4,4,4,2,2,1,3,3,5,2,5,3,1,5,5,5,4,2,1,2,3,2,2,4,5,4,2,4,2,2,5,3,2,2
user3076,3,1,3,4,3,3,1,3,5,4,4,5,5,3,3,1,1,1,3,4,5,1,3,3,4,3,4,2,4,1,3,2,1,5,5
user3077,5,5,5,2,2,4,5,1,4,2,2,4,4,2,2,4,2,4,5,4,5,2,1,5,3,2,3,5,5,3,5,2,4,3,3
user3078,4,5,2,3,4,5,1,4,2,5,2,5,1,5,3,4,4,3,1,1,4,2,3,3,4,1,2,4,1,1,1,3,1,5,2
user3079,4,2,4,5,4,2,1,3,1,4,5,2,4,3,5,5,2,5,5,4,2,4,4,3,5,3,2,2,2,1,4,5,3,5,4
user3080,1,5,1,1,1,2,3,1,1,3,4,3,4,2,4,5,4,4,3,4,4,5,5,2,3,5,5,5,4,3,3,2,3,1,4
user3081,3,5,1,5,3,1,2,3,4,3,1,1,5,4,2,2,3,5,5,3,4,4,4,4,4,5,5,4,1,1,5,5,2,1,1
user3082,3,5,5,5,2,1,4,3,3,5,4,5,1,2,3,5,5,2,3,1,3,3,3,1,2,1,1,3,4,4,1,4,3,5,3
user3083,4,2,5,2,2,2,2,3,2,3,1,3,2,5,1,2,1,5,2,5,4,4,3,5,1,5,2,3,4,3,4,1,1,5,1
user3084,4,1,2,5,3,1,2,4,4,5,5,4,1,3,4,1,2,4,3,4,5,5,1,4,3,4,1,3,2,4,4,2,3,5,3
user3085,5,3,5,2,1,4,3,2,2,3,4,4,3,5,5,4,4,4,2,3,3,4,3,2,3,3,1,4,1,3,4,1,3,1,3
user3086,2,2,4,2,3,4,2,4,4,3,2,2,2,3,3,2,1,2,1,2,5,5,2,4,4,3,5,3,3,3,5,5,3,2,2
user3087,1,3,4,5,5,4,5,4,3,4,1,4,3,2,1,3,5,1,2,3,3,5,3,5,1,1,3,3,3,1,5,1,2,5,5
user3088,4,5,2,1,1,4,1,1,1,2,3,1,5,5,3,1,5,4,2,5,5,3,1,4,2,5,4,3,2,5,2,5,3,4,3
user3089,2,5,1,2,2,3,3,2,5,2,4,4,4,4,3,1,5,2,2,1,3,4,3,5,2,1,1,5,2,5,1,1,2,3,5
user3090,4,5,3,5,2,4,2,1,1,4,2,4,4,3,2,5,1,5,5,3,4,4,2,1,3,1,2,5,1,5,2,1,5,1,3
user3091,3,5,2,2,4,3,2,4,3,2,1,3,2,1,2,2,3,5,5,5,4,5,5,1,5,1,4,5,5,2,3,2,2,4,3
user3092,5,2,2,3,1,4,4,3,1,2,4,2,3,2,3,3,2,2,5,3,4,2,4,5,4,3,4,4,1,2,1,3,2,4,4
user3093,1,2,3,5,4,1,5,5,5,4,4,3,2,1,3,5,2,2,3,3,5,2,5,4,1,3,4,3,2,5,4,3,2,2,1
user3094,3,3,1,3,4,4,3,5,2,5,4,5,3,5,3,3,4,5,1,5,5,3,1,2,2,5,2,1,4,5,5,5,3,4,5
user3095,5,4,4,5,5,3,1,2,2,5,3,3,2,2,5,5,4,4,4,4,1,3,4,3,4,1,3,2,3,4,4,5,1,2,1
user3096,3,5,2,2,2,5,5,1,3,5,4,4,2,5,3,1,2,2,4,2,5,5,1,3,3,3,2,2,1,4,2,4,2,5,1
user3097,4,5,2,4,3,2,4,4,3,4,2,1,2,2,3,3,5,5,1,5,5,1,1,5,5,2,4,3,3,3,4,2,2,3,3
user3098,1,5,5,1,1,3,2,3,1,3,2,1,1,3,1,5,5,5,1,5,2,3,3,3,2,4,3,2,1,3,2,4,2,4,4
user3099,5,5,2,2,4,2,5,1,1,2,1,2,4,2,2,1,2,1,3,5,1,5,1,4,4,4,1,3,2,5,1,2,5,5,3
user3100,5,4,3,4,4,1,1,2,4,1,1,4,5,3,2,4,5,5,2,5,4,5,5,2,5,4,3,2,3,2,5,5,2,2,2
user3101,5,2,3,1,4,5,3,1,2,3,4,5,3,4,4,1,3,1,3,4,1,5,2,2,5,4,1,2,4,4,5,4,3,3,2
user3102,4,3,4,3,1,2,2,3,4,1,1,4,5,2,5,5,4,3,1,4,4,4,4,3,5,3,4,4,2,1,2,4,5,5,2
user3103,5,3,3,3,3,1,2,2,4,4,4,1,2,5,5,2,3,3,4,1,5,4,2,2,1,4,1,2,2,5,2,5,5,3,2
user3104,3,2,5,1,1,5,5,3,1,5,1,3,3,5,1,1,5,1,3,3,5,5,3,4,3,1,3,5,2,4,4,4,2,5,1
user3105,5,3,4,2,5,5,5,2,2,1,3,2,3,4,2,2,5,5,3,1,1,4,3,2,2,2,5,1,3,1,5,3,4,2,3
user3106,3,2,2,5,3,2,3,2,5,5,2,1,5,2,3,1,5,5,5,4,5,3,2,5,3,4,5,4,1,1,4,5,3,4,3
user3107,3,2,1,4,2,4,5,5,5,5,5,2,3,4,3,2,3,5,1,3,1,3,5,3,1,3,5,4,5,3,1,5,1,1,4
user3108,4,5,5,3,3,1,3,2,2,3,4,5,3,4,5,4,2,1,3,1,3,5,5,2,5,2,4,5,5,5,5,3,2,4,2
user3109,5,4,2,2,3,3,2,5,4,2,1,5,5,4,5,4,4,3,5,1,2,3,5,2,1,3,2,5,3,1,3,1,1,2,4
user3110,4,2,1,1,4,4,3,4,1,1,3,1,5,4,2,4,1,5,1,3,2,3,3,3,1,2,2,1,2,4,2,3,1,2,3
user3111,3,1,2,2,3,1,2,3,2,5,5,5,1,4,2,3,1,3,3,1,5,3,2,2,3,5,5,1,1,3,3,4,1,1,1
user3112,1,2,1,5,4,3,1,2,4,5,4,1,4,3,1,5,3,5,3,3,4,2,5,4,4,2,1,3,1,5,3,3,1,1,2
user3113,1,4,4,5,1,1,3,5,1,5,1,1,4,1,1,1,4,2,2,5,2,5,4,2,1,2,2,2,5,1,2,3,5,5,3
user3114,2,3,3,2,3,1,5,3,5,1,4,3,4,2,2,5,5,2,3,4,1,2,4,5,2,3,2,5,1,4,1,5,1,5,4
user3115,1,1,3,4,4,1,3,3,2,2,4,1,5,1,5,1,4,4,4,2,5,4,5,2,1,5,4,4,4,2,2,2,3,2,4
user3116,5,3,1,1,1,5,1,5,3,1,2,3,4,2,2,1,5,4,3,3,5,1,3,2,1,4,2,4,5,3,5,1,3,2,1
user3117,5,5,1,3,4,2,1,3,4,1,2,1,2,3,2,4,2,4,5,2,4,5,4,5,3,3,3,3,1,3,3,2,1,5,2
user3118,4,1,5,3,4,3,3,5,1,5,1,4,2,3,1,4,2,3,2,5,5,4,2,3,1,2,2,4,3,4,1,4,1,5,2
user3119,3,3,2,5,3,3,2,3,1,4,1,2,3,1,4,1,5,2,5,1,3,3,2,1,2,5,4,2,1,1,1,2,4,5,2
user3120,4,1,4,5,3,3,2,3,5,4,4,4,3,1,5,1,1,2,2,2,4,2,3,3,4,1,2,2,4,3,2,4,5,4,2
user3121,1,5,1,3,4,4,4,4,3,4,2,1,5,5,2,2,5,2,3,2,5,3,2,5,5,5,4,5,5,5,4,2,4,1,5
user3122,1,1,3,5,5,4,5,3,3,1,5,5,2,4,1,4,1,1,4,1,2,3,5,5,5,5,4,5,4,5,5,5,3,2,5
user3123,4,4,1,2,5,4,3,5,4,3,1,5,4,1,1,3,5,3,2,2,4,4,5,4,2,2,5,5,1,4,2,1,1,1,3
user3124,2,4,1,2,4,4,5,5,1,1,2,2,5,4,1,4,3,1,3,4,3,2,1,5,1,1,2,3,4,1,4,5,2,5,2
user3125,5,4,2,3,5,1,4,3,2,5,3,5,4,2,3,4,5,2,4,5,4,5,3,4,3,2,1,2,4,4,3,5,5,2,5
user3126,5,1,3,2,2,4,3,1,1,1,2,2,4,3,4,3,4,2,1,1,2,1,5,1,4,3,2,2,3,4,4,4,3,1,1
